VideoID,Comment
xvZhWoptUeY,Appyappa mala midha cbn gadey challa annadu vadini mingu bossu
xvZhWoptUeY,"Em anandu, converted rice bags annaru"
xvZhWoptUeY,@@hariharana6285  orey velli video chusko andharu ayyapapa malla vesaru 40% madhyam ammakalu padipoyayi annadu 😂
xvZhWoptUeY,Egg Puff Deputy CM😂😂😂😂😂😂
xvZhWoptUeY,😂😂😂
xvZhWoptUeY,Katta huwa madarsa chap 😂😂😂
xvZhWoptUeY,"Laddu sensitive vishayani రాజకీయం chesindi nuvu kada pk garu and cm 
Mathalani rechagotedi nuvu"
xvZhWoptUeY,"Mathalanni rechakottatama?? Assalu nuvvu manishive na, devudi prsadam ala chesthe chusthu kurchovala, sae tan se juda ani slogans isthu, fb live lo thala nariki nappududu em cheisyav, nupur sharama case lo?? Siggu undali amadanikiema"
xvZhWoptUeY,Kartik sensetive issue annaddu kadha ra
xvZhWoptUeY,"Adhe ra...aah anna tone a baledhu ani, sensitive chala bhada vesindhi ante evaru em anaru, but comedy laga navvukuntu annadu kabbate akkada unna melanti vallu navvyaru"
xvZhWoptUeY,​@@hariharana6285 Arey CBI enquiry adugutunnaru kada ra ...veyochu ga kada tappu jarigindi ani miku pakka proofs unte...ahh chandrababu vaaguthadu e paleru gaadu ooguthadu...mana brathuku yeppudu assistant brathukena...animal fat use chesaru Ani cheppina chandrababe muskuni unnadu em matladalo teliyaka
xvZhWoptUeY,ఓటు అడిగేటపుడు సనాతన హిందూ అనే మాట రాలేదు
xvZhWoptUeY,"South motham lo only politician spoke about sanatana dharma is PAVANA KALYAN,watch his speeches, he spoke ayyapa swamy before also, iena votes appude matladutharu, tharuvatha matladaru, but Pavan ippudu kuda matlasuthunnadu"
xvZhWoptUeY,"Chillarga
Pay"
xvZhWoptUeY,Ala adugutae voting percent 80 percent vachhedi nayana...... don't worry ilagae sanathana dharmam patinchae vallani chulakanaga chustae adae iyyedi.
xvZhWoptUeY,"ఒరేయ్ చిల్లరగా ఎలా పుడతారు మీరు 
న్యాయం మాట్లాడితే తప్పు అవుతుందా"
xvZhWoptUeY,CBI enquiry వేసినవాడే నిజమైనా సనాతన ధర్మ రక్షకుడు...💯
xvZhWoptUeY,Cbi kuda NDA ne ani malli anadanika
xvZhWoptUeY,BABAI MURDER CASE LO VADDANNAM ADE CBI NA
xvZhWoptUeY,India 1700+ cbi pending cases unnai
xvZhWoptUeY,సనాతన ధర్మం మీద మీరు చెప్పింది 100 % కరెక్ట్ కాని ఎ ఆధారం తో లడ్డు కల్తీ అయ్యింది అని అంటున్నారు..నెయ్యి మాత్రమే కల్టిది వచ్చింది దాన్ని వాడలేదు అని అన్ని రుజువులు ఉన్నాయి కదా..సగం తెలుసుకొని చంద్రబాబు చేసిన మాటలను మీరు వత్తాసు పలకడం తప్పు 💯
xvZhWoptUeY,Kallu dengay raa niku lab report chudaledha
xvZhWoptUeY,Paytm 11/- teeskoni nv ichava emi kalavaledani report
xvZhWoptUeY,Karthik say good word's only
xvZhWoptUeY,No he didn't
xvZhWoptUeY,Chat is urinary bladder. The way he was laughing is it good?
xvZhWoptUeY,Responsibility leda?rafah meeda attack aynappudu andaru share chesaru ga.mari ippudemaindi
xvZhWoptUeY,Em matladuthunav ra erripooka...nuvu asalu hindu ae na
xvZhWoptUeY,mi mama puku
xvZhWoptUeY,Ninnu evadra nammedi mari
xvZhWoptUeY,Nammaku ra....nammaru kabbate Deputy iyyadu
xvZhWoptUeY,@@hariharana6285 evm thona
xvZhWoptUeY,@@hariharana6285 single ga sarpanch kuda gelvadu single ga mla gelvamanu bayya
xvZhWoptUeY,సుబ్బి గాడి పెళ్ళాం బైబిల్ తో ఉంటది సుబ్బి గాడు సూపర్ స్వామి రేయ్ జగన్ ని పెళ్ళాం భారతి రెడ్డి పూకులో నా మడ్ద 🙏🏽
xvZhWoptUeY,Sodhi vaddu... CBI enquiry veyyamanu...me Bob ni
xvZhWoptUeY,cbi enquiry vesi mee kuthalodni(jagan) jail lo vestham
xvZhWoptUeY,meevodni jail lo vesey daaka meeru aagedhattu ledu
xvZhWoptUeY,Hindu 🕉 hurt is looking like comedy.... Bokkalo eesi chitakodite appudu telustadi.... Disgusting crap 😖😖😖😡😡
xvZhWoptUeY,"CBI kuda NDA ne, malli NDA anadanika"
xvZhWoptUeY,@@RAMBO-VIkRAM already Sit enquiry vesaru kallu miggayaa
